what,kind,bundleId,bundleVersion,description,time
os,sysinfo,,,"win32",1285063618050
arch,sysinfo,,,"x86",1285063618050
ws,sysinfo,,,"win32",1285063618050
locale,sysinfo,,,"fr_FR",1285063618050
processors,sysinfo,,,"1",1285063618050
java.runtime.name,sysinfo,,,"Java(TM) SE Runtime Environment",1285063618050
java.runtime.version,sysinfo,,,"1.6.0_21-b07",1285063618050
java.specification.name,sysinfo,,,"Java Platform API Specification",1285063618050
java.specification.vendor,sysinfo,,,"Sun Microsystems Inc.",1285063618050
java.specification.version,sysinfo,,,"1.6",1285063618050
java.vendor,sysinfo,,,"Sun Microsystems Inc.",1285063618050
java.version,sysinfo,,,"1.6.0_21",1285063618050
java.vm.info,sysinfo,,,"mixed mode, sharing",1285063618050
java.vm.name,sysinfo,,,"Java HotSpot(TM) Client VM",1285063618050
java.vm.specification.name,sysinfo,,,"Java Virtual Machine Specification",1285063618050
java.vm.specification.vendor,sysinfo,,,"Sun Microsystems Inc.",1285063618050
java.vm.specification.version,sysinfo,,,"1.0",1285063618050
java.vm.vendor,sysinfo,,,"Sun Microsystems Inc.",1285063618050
java.vm.version,sysinfo,,,"17.0-b17",1285063618050
started,bundle,org.eclipse.ltk.core.refactoring,3.5.0.v20090513-2000,"org.eclipse.ltk.core.refactoring",1285063618082
started,bundle,org.eclipse.ltk.ui.refactoring,3.4.101.r352_v20100209,"org.eclipse.ltk.ui.refactoring",1285063618113
activated,view,org.eclipse.jdt.ui,3.5.2.r352_v20100106-0800,"org.eclipse.jdt.ui.PackageExplorer",1285063624097
started,bundle,org.eclipse.debug.core,3.5.1.v20091103_r352,"org.eclipse.debug.core",1285063624457
started,bundle,org.eclipse.jdt.launching,3.5.1.v20100108_r352,"org.eclipse.jdt.launching",1285063624504
started,bundle,org.eclipse.wst.sse.core,1.1.402.v201001251516,"org.eclipse.wst.sse.core",1285063624988
started,bundle,org.eclipse.jdt.apt.core,3.3.202.R35x_v20091130-2300,"org.eclipse.jdt.apt.core",1285063625035
started,bundle,org.eclipse.jdt.apt.pluggable.core,1.0.201.R35x_v20090925-1100,"org.eclipse.jdt.apt.pluggable.core",1285063625050
started,bundle,org.eclipse.compare,3.5.2.r35x_20100113-0800,"org.eclipse.compare",1285063626175
started,bundle,org.eclipse.debug.ui,3.5.2.v20091028_r352,"org.eclipse.debug.ui",1285063627597
started,bundle,org.eclipse.jdt.junit,3.5.2.r352_v20100113-0800,"org.eclipse.jdt.junit",1285063628207
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1285063630082
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1285065139113
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1285065139535
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1285065159504
activated,view,org.eclipse.ui.console,3.4.0.v20090513,"org.eclipse.ui.console.ConsoleView",1285065159613
