what,kind,bundleId,bundleVersion,description,time
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1284872588484
activated,editor,org.eclipse.jdt.ui,3.5.2.r352_v20100106-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1284872591000
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.file.save",1284872649359
activated,view,org.eclipse.jdt.ui,3.5.2.r352_v20100106-0800,"org.eclipse.jdt.ui.PackageExplorer",1284872654125
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1284872657171
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1284872659328
activated,view,com.android.ide.eclipse.ddms,0.9.8.v201008281755-53891,"com.android.ide.eclipse.ddms.views.LogCatView",1284872661468
error,log,,,"No command output when running: 'am start -n fr.amsuc.android.activite/fr.amsuc.android.activite.Main -a android.intent.action.MAIN -c android.intent.category.LAUNCHER' on device emulator-5554",1284872672031
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1284872673703
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1284872704843
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1284872716531
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1284872716546
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1284872716703
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1284872735000
activated,editor,org.eclipse.jdt.ui,3.5.2.r352_v20100106-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1284872758625
executed,command,org.eclipse.ui.workbench.texteditor,3.5.1.r352_v20100105,"org.eclipse.ui.edit.text.select.lineEnd",1284872986265
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.edit.delete",1284872986656
executed,command,org.eclipse.ui.workbench.texteditor,3.5.1.r352_v20100105,"org.eclipse.ui.edit.text.select.lineEnd",1284872988546
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.edit.delete",1284872988812
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.file.save",1284872990843
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1284872994140
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1284872999718
activated,view,org.eclipse.jdt.ui,3.5.2.r352_v20100106-0800,"org.eclipse.jdt.ui.PackageExplorer",1284873002000
