what,kind,bundleId,bundleVersion,description,time
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1285057765060
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1285057768185
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1285057773169
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1285057777326
opened,view,org.eclipse.ui.console,3.4.0.v20090513,"org.eclipse.ui.console.ConsoleView",1285057777669
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1285057777779
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1285057781357
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1285057781544
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1285057924529
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1285057937326
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1285058420701
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1285058420794
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1285058421685
closed,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1285058422060
error,log,,,"An internal error occurred during: ""Launching Activite"".",1285058423138
stopped,bundle,org.eclipse.team.cvs.ssh2,3.2.200.I20090508-2000,"org.eclipse.team.cvs.ssh2",1285058423482
stopped,bundle,org.eclipse.team.cvs.ssh,3.2.100.I20090508-2000,"org.eclipse.team.cvs.ssh",1285058423544
stopped,bundle,org.eclipse.team.cvs.ui,3.3.202.r35x_20090930-0800,"org.eclipse.team.cvs.ui",1285058423544
stopped,bundle,org.eclipse.team.cvs.core,3.3.200.I20090430-0408,"org.eclipse.team.cvs.core",1285058423544
stopped,bundle,org.eclipse.jsch.ui,1.1.200.r35x_20100210-1114,"org.eclipse.jsch.ui",1285058423607
stopped,bundle,org.eclipse.jsch.core,1.1.100.I20090430-0408,"org.eclipse.jsch.core",1285058423607
stopped,bundle,org.eclipse.help.webapp,3.4.1.v20091009_35x,"org.eclipse.help.webapp",1285058423669
stopped,bundle,org.eclipse.equinox.jsp.jasper.registry,1.0.100.v20090520-1800,"org.eclipse.equinox.jsp.jasper.registry",1285058423701
stopped,bundle,org.eclipse.equinox.jsp.jasper,1.0.200.v20090520-1800,"org.eclipse.equinox.jsp.jasper",1285058423732
stopped,bundle,com.android.ide.eclipse.adt,0.9.8.v201008281755-53891,"com.android.ide.eclipse.adt",1285058423732
stopped,bundle,org.eclipse.ui.cheatsheets,3.3.200.v20090526,"org.eclipse.ui.cheatsheets",1285058423841
stopped,bundle,org.eclipse.help.ui,3.4.1.v20090819_35x,"org.eclipse.help.ui",1285058423904
stopped,bundle,org.eclipse.epp.usagedata.ui,1.1.1.R201001291118,"org.eclipse.epp.usagedata.ui",1285058423935
stopped,bundle,org.eclipse.ui.intro.universal,3.2.300.v20090526,"org.eclipse.ui.intro.universal",1285058424060
stopped,bundle,org.eclipse.ui.intro,3.3.2.v20100111_35x,"org.eclipse.ui.intro",1285058424122
stopped,bundle,org.eclipse.help.base,3.4.0.v201002111343,"org.eclipse.help.base",1285058424154
stopped,bundle,org.eclipse.equinox.http.jetty,2.0.0.v20090520-1800,"org.eclipse.equinox.http.jetty",1285058424154
stopped,bundle,org.eclipse.equinox.http.servlet,1.0.200.v20090520-1800,"org.eclipse.equinox.http.servlet",1285058424169
stopped,bundle,org.eclipse.equinox.p2.reconciler.dropins,1.0.100.v20090520-1905,"org.eclipse.equinox.p2.reconciler.dropins",1285058424169
stopped,bundle,org.eclipse.equinox.p2.extensionlocation,1.0.100.v20090520-1905,"org.eclipse.equinox.p2.extensionlocation",1285058424169
stopped,bundle,org.eclipse.equinox.p2.directorywatcher,1.0.100.v20090525,"org.eclipse.equinox.p2.directorywatcher",1285058424169
